,Pointing_mean,Relevance Rank_mean,Relevance Mass_mean,AuC_mean,Pointing_std,Relevance Rank_std,Relevance Mass_std,AuC_std,transformer,epochs,Datasets,Typ,Generation,models,method,tsr
105,0.15,0.1135204081632653,0.09459794964639136,0.537385458740788,0.36634754853252327,0.13086327707274667,0.09011329458584,0.22145987144053245,,,SimulatedTrainingData_SmallMiddle_AutoRegressive_F_50_TS_50.npy,SmallMiddle,AutoRegressive,CNN,FO,True
106,0.1,0.08061224489795919,0.08363553850277777,0.5200241815476192,0.30779350562554625,0.03688803180045767,0.015573220408806083,0.058417461332118406,,,SimulatedTrainingData_SmallMiddle_AutoRegressive_F_50_TS_50.npy,SmallMiddle,AutoRegressive,CNN,SG,True
107,0.1,0.08392857142857144,0.0787985787307083,0.500433806335034,0.30779350562554625,0.03138459091600654,0.018663023780102074,0.07334279624994665,,,SimulatedTrainingData_SmallMiddle_AutoRegressive_F_50_TS_50.npy,SmallMiddle,AutoRegressive,CNN,GS,True
108,0.15,0.14591836734693875,0.11268980984486346,0.5983649221407312,0.36634754853252327,0.13548776553836486,0.07908538881369337,0.1720301737845908,,,SimulatedTrainingData_SmallMiddle_AutoRegressive_F_50_TS_50.npy,SmallMiddle,AutoRegressive,CNN,IG,True
109,0.1,0.06479591836734695,0.05435675938766793,0.4313654270301871,0.30779350562554625,0.07881655792921824,0.05346613895377398,0.15547174853568987,,,SimulatedTrainingData_SmallMiddle_AutoRegressive_F_50_TS_50.npy,SmallMiddle,AutoRegressive,CNN,GRAD,True
110,0.25,0.09729166666666669,0.09123519729750076,0.4772105457227139,0.4442616583193193,0.09146983452841145,0.033539152225200354,0.19892271040541656,authentic_opposing_information,100,SimulatedTrainingData_RareTime_PseudoPeriodic_F_50_TS_50.npy,RareTime,PseudoPeriodic,LSTM,,
111,1.0,0.11104166666666668,0.10411759326437235,0.5199944690265487,0.0,0.010753331457129952,0.004641579813625089,0.01570176717191541,,,SimulatedTrainingData_RareTime_PseudoPeriodic_F_50_TS_50.npy,RareTime,PseudoPeriodic,LSTM,FO,False
112,0.0,0.0,0.00021000655250753944,0.49629129793510324,0.0,0.0,0.00019234166131542685,0.027231858312616052,,,SimulatedTrainingData_RareTime_PseudoPeriodic_F_50_TS_50.npy,RareTime,PseudoPeriodic,LSTM,SG,False
113,0.0,0.0,4.774484028403198e-06,0.4701521939528023,0.0,0.0,3.9275630387998255e-06,0.013581800663993763,,,SimulatedTrainingData_RareTime_PseudoPeriodic_F_50_TS_50.npy,RareTime,PseudoPeriodic,LSTM,GS,False
114,0.0,0.0,4.8719342605113285e-06,0.46050553097345126,0.0,0.0,3.660982046866956e-06,0.02235548082381822,,,SimulatedTrainingData_RareTime_PseudoPeriodic_F_50_TS_50.npy,RareTime,PseudoPeriodic,LSTM,IG,False
115,0.0,0.0,8.339899941455588e-06,0.4703359144542773,0.0,0.0,8.702727348607862e-06,0.03394753010104788,,,SimulatedTrainingData_RareTime_PseudoPeriodic_F_50_TS_50.npy,RareTime,PseudoPeriodic,LSTM,GRAD,False
116,0.0,0.043958333333333335,0.03584076496118548,0.44001986541297927,0.0,0.015021609677725669,0.004425505096399628,0.024372872935351828,,,SimulatedTrainingData_RareTime_PseudoPeriodic_F_50_TS_50.npy,RareTime,PseudoPeriodic,LSTM,FO,True
117,0.1,0.09749999999999999,0.09529843910079712,0.500785121681416,0.30779350562554625,0.014074779401634627,0.008801697022987847,0.017105835104470554,,,SimulatedTrainingData_RareTime_PseudoPeriodic_F_50_TS_50.npy,RareTime,PseudoPeriodic,LSTM,SG,True
118,0.1,0.09416666666666665,0.09839816621625246,0.5100169616519175,0.30779350562554625,0.015198491768816528,0.0067649259321019405,0.02050526191632125,,,SimulatedTrainingData_RareTime_PseudoPeriodic_F_50_TS_50.npy,RareTime,PseudoPeriodic,LSTM,GS,True
119,0.0,0.038125000000000006,0.03419036845886368,0.4380058536135693,0.0,0.018201027780889237,0.005302511218127856,0.02588588828525804,,,SimulatedTrainingData_RareTime_PseudoPeriodic_F_50_TS_50.npy,RareTime,PseudoPeriodic,LSTM,IG,True
120,0.0,0.036458333333333336,0.03460080322445906,0.4452386615044248,0.0,0.017978778507122976,0.005619859868495993,0.02579329623593215,,,SimulatedTrainingData_RareTime_PseudoPeriodic_F_50_TS_50.npy,RareTime,PseudoPeriodic,LSTM,GRAD,True
121,0.3,0.10020833333333334,0.09639524754169751,0.5026476308997049,0.4701623459816272,0.08464402368516062,0.021003990821083625,0.12001444828254151,authentic_opposing_information,100,SimulatedTrainingData_RareTime_PseudoPeriodic_F_50_TS_50.npy,RareTime,PseudoPeriodic,CNN,,
122,0.95,0.6341666666666665,0.4078657997401692,0.8915929203539823,0.223606797749979,0.17666604601016433,0.09086090763630401,0.09299517913519827,,,SimulatedTrainingData_RareTime_PseudoPeriodic_F_50_TS_50.npy,RareTime,PseudoPeriodic,CNN,FO,False
123,1.0,0.9085416666666667,0.47732859057028465,0.9967275073746313,0.0,0.018059912879534453,0.019606348723740702,0.001264630156124282,,,SimulatedTrainingData_RareTime_PseudoPeriodic_F_50_TS_50.npy,RareTime,PseudoPeriodic,CNN,SG,False
124,0.8,0.6991666666666666,0.4672688417095279,0.9282391224188791,0.41039134083406165,0.07008244935504422,0.05409604476902093,0.025663238286108708,,,SimulatedTrainingData_RareTime_PseudoPeriodic_F_50_TS_50.npy,RareTime,PseudoPeriodic,CNN,GS,False
125,0.95,0.6904166666666667,0.47224345880917057,0.9249848820058997,0.22360679774997902,0.034915834474862885,0.03628938432438602,0.014223210508777348,,,SimulatedTrainingData_RareTime_PseudoPeriodic_F_50_TS_50.npy,RareTime,PseudoPeriodic,CNN,IG,False
126,0.8,0.8820833333333334,0.45230596279907315,0.9942652101769911,0.41039134083406165,0.03739263382442438,0.03403119714810516,0.004226453276045569,,,SimulatedTrainingData_RareTime_PseudoPeriodic_F_50_TS_50.npy,RareTime,PseudoPeriodic,CNN,GRAD,False
127,0.6,0.39499999999999996,0.2640656599809662,0.693633296460177,0.5026246899500346,0.16862663348495052,0.11168085795887789,0.14539880255780202,,,SimulatedTrainingData_RareTime_PseudoPeriodic_F_50_TS_50.npy,RareTime,PseudoPeriodic,CNN,FO,True
128,0.15,0.09583333333333335,0.09526046612296883,0.49609264380530965,0.36634754853252327,0.023218703390467416,0.011463970976742248,0.025530905855461382,,,SimulatedTrainingData_RareTime_PseudoPeriodic_F_50_TS_50.npy,RareTime,PseudoPeriodic,CNN,SG,True
129,0.15,0.09895833333333334,0.09721577884614566,0.5054414638643068,0.36634754853252327,0.0162713534914722,0.006787533571494142,0.02219559295957131,,,SimulatedTrainingData_RareTime_PseudoPeriodic_F_50_TS_50.npy,RareTime,PseudoPeriodic,CNN,GS,True
130,0.6,0.3983333333333333,0.26833666746998036,0.6834504056047198,0.5026246899500346,0.16296548265817426,0.10795044396398099,0.13684023713201904,,,SimulatedTrainingData_RareTime_PseudoPeriodic_F_50_TS_50.npy,RareTime,PseudoPeriodic,CNN,IG,True
131,0.5,0.20166666666666666,0.1497240200303706,0.5792579277286137,0.512989176042577,0.12633353006511552,0.07544925193796916,0.12166661891542459,,,SimulatedTrainingData_RareTime_PseudoPeriodic_F_50_TS_50.npy,RareTime,PseudoPeriodic,CNN,GRAD,True
132,0.4,0.23125,0.12181193805877324,0.6597253871681417,0.5026246899500346,0.0882176087367373,0.006078541771379064,0.038539916634914566,authentic_opposing_information,100,SimulatedTrainingData_RareTime_NARMA_F_50_TS_50.npy,RareTime,NARMA,LSTM,,
133,0.6,0.06875,0.10060695297482991,,0.5026246899500346,0.07299338069805367,0.020913594482072046,,,,SimulatedTrainingData_RareTime_NARMA_F_50_TS_50.npy,RareTime,NARMA,LSTM,FO,False
134,0.0,0.002916666666666667,0.02801466684978545,0.491299778761062,0.0,0.008560500204000352,0.02552437955621529,0.06142254666533982,,,SimulatedTrainingData_RareTime_NARMA_F_50_TS_50.npy,RareTime,NARMA,LSTM,SG,False
135,0.1,0.1325,0.11298044436858294,0.547342459439528,0.30779350562554625,0.06058619590717777,0.03190001843640216,0.05124294899383191,,,SimulatedTrainingData_RareTime_NARMA_F_50_TS_50.npy,RareTime,NARMA,LSTM,GS,False
136,0.0,0.12375,0.1087196698640063,0.5381179941002949,0.0,0.05802077919774475,0.02908141340395513,0.060244841295768244,,,SimulatedTrainingData_RareTime_NARMA_F_50_TS_50.npy,RareTime,NARMA,LSTM,IG,False
137,0.0,0.133125,0.11449841926317303,0.6014660766961651,0.0,0.08851721798676775,0.03832753682534124,0.07402637046765964,,,SimulatedTrainingData_RareTime_NARMA_F_50_TS_50.npy,RareTime,NARMA,LSTM,GRAD,False
138,0.2,0.10125000000000002,0.13162067671647662,,0.41039134083406165,0.09128809386700625,0.09558987854204593,,,,SimulatedTrainingData_RareTime_NARMA_F_50_TS_50.npy,RareTime,NARMA,LSTM,FO,True
139,0.1,0.09083333333333334,0.0955010986218013,0.5041238016224189,0.30779350562554625,0.015741887356472216,0.012684992032412964,0.02109587203106173,,,SimulatedTrainingData_RareTime_NARMA_F_50_TS_50.npy,RareTime,NARMA,LSTM,SG,True
140,0.1,0.10083333333333333,0.09641335644940549,0.4971998064159293,0.30779350562554625,0.018317377426626164,0.036009310529805195,0.016738804441737372,,,SimulatedTrainingData_RareTime_NARMA_F_50_TS_50.npy,RareTime,NARMA,LSTM,GS,True
141,0.1,0.11166666666666666,0.10270545010023244,0.5083987831858406,0.30779350562554625,0.09535636453488536,0.06445219326832308,0.08957731323710813,,,SimulatedTrainingData_RareTime_NARMA_F_50_TS_50.npy,RareTime,NARMA,LSTM,IG,True
142,0.25,0.1325,0.13226548278324912,0.5400530512536872,0.4442616583193193,0.08511902571112817,0.09684851387237413,0.08874384469192033,,,SimulatedTrainingData_RareTime_NARMA_F_50_TS_50.npy,RareTime,NARMA,LSTM,GRAD,True
143,0.25,0.07979166666666665,0.062275104145149605,0.2929913348082597,0.4442616583193193,0.06694398188430618,0.002711957180391781,0.03453812521515263,authentic_opposing_information,100,SimulatedTrainingData_RareTime_NARMA_F_50_TS_50.npy,RareTime,NARMA,CNN,,
144,1.0,0.7954166666666664,0.6906197035185223,0.9867256637168141,0.0,0.004855364188555686,0.015003834711693321,0.0,,,SimulatedTrainingData_RareTime_NARMA_F_50_TS_50.npy,RareTime,NARMA,CNN,FO,False
145,1.0,0.8943750000000001,0.4441209730840785,0.9941044432153392,0.0,0.03876461712613285,0.011594537672272571,0.0035893303106497706,,,SimulatedTrainingData_RareTime_NARMA_F_50_TS_50.npy,RareTime,NARMA,CNN,SG,False
146,1.0,0.8012499999999999,0.5157307901916395,0.9566637168141593,0.0,0.03319874143320102,0.024862059898949615,0.01390772427892634,,,SimulatedTrainingData_RareTime_NARMA_F_50_TS_50.npy,RareTime,NARMA,CNN,GS,False
147,0.9,0.7133333333333333,0.49016422506271484,0.923811117256637,0.30779350562554625,0.02808456319864134,0.020483871741955893,0.010988324394298194,,,SimulatedTrainingData_RareTime_NARMA_F_50_TS_50.npy,RareTime,NARMA,CNN,IG,False
148,0.95,0.911875,0.44011500823915706,0.9961733038348084,0.22360679774997902,0.018100343685147735,0.004128040494464252,0.0012170889714750407,,,SimulatedTrainingData_RareTime_NARMA_F_50_TS_50.npy,RareTime,NARMA,CNN,GRAD,False
149,0.5,0.2652083333333334,0.16211308935041213,0.6228678558259588,0.512989176042577,0.20891268129635585,0.08385246282634061,0.1338777839541797,,,SimulatedTrainingData_RareTime_NARMA_F_50_TS_50.npy,RareTime,NARMA,CNN,FO,True
150,0.1,0.103125,0.09904132034453479,0.5058390025811208,0.30779350562554625,0.021411921789901114,0.0078116101677976,0.022075353739300082,,,SimulatedTrainingData_RareTime_NARMA_F_50_TS_50.npy,RareTime,NARMA,CNN,SG,True
151,0.1,0.09625,0.09577732213162651,0.4985721792035397,0.30779350562554625,0.020363114514939457,0.009271021419879406,0.02591377801857333,,,SimulatedTrainingData_RareTime_NARMA_F_50_TS_50.npy,RareTime,NARMA,CNN,GS,True
152,0.45,0.2539583333333333,0.1562363504185692,0.6341127396755162,0.5104177855340405,0.20286901886633524,0.07270243690863687,0.12417522611520669,,,SimulatedTrainingData_RareTime_NARMA_F_50_TS_50.npy,RareTime,NARMA,CNN,IG,True
153,0.2,0.15041666666666667,0.12232159172994947,0.6053049410029498,0.4103913408340617,0.14175629259834666,0.04398356030031855,0.09812651270445857,,,SimulatedTrainingData_RareTime_NARMA_F_50_TS_50.npy,RareTime,NARMA,CNN,GRAD,True
154,0.25,0.11749999999999998,0.11037260560710149,0.5867839233038349,0.4442616583193193,0.11594860476680355,0.038687452741821934,0.2037199718952617,authentic_opposing_information,100,SimulatedTrainingData_RareTime_Harmonic_F_50_TS_50.npy,RareTime,Harmonic,LSTM,,
155,1.0,0.11166666666666665,0.10081566821778325,0.5097898230088496,0.0,0.012360330811826104,0.0035364394398108095,0.014861865906432245,,,SimulatedTrainingData_RareTime_Harmonic_F_50_TS_50.npy,RareTime,Harmonic,LSTM,FO,False
156,0.0,0.0,4.749171807848516e-06,0.4965217551622418,0.0,0.0,8.475126972859745e-06,0.00569591458715575,,,SimulatedTrainingData_RareTime_Harmonic_F_50_TS_50.npy,RareTime,Harmonic,LSTM,SG,False
157,0.0,0.0,2.375274538257336e-06,0.4847971976401181,0.0,0.0,1.8817587118189072e-06,0.013111631125910406,,,SimulatedTrainingData_RareTime_Harmonic_F_50_TS_50.npy,RareTime,Harmonic,LSTM,GS,False
158,0.0,0.0,2.6280144721253923e-06,0.4883861541297934,0.0,0.0,2.238207745156455e-06,0.01027643493000376,,,SimulatedTrainingData_RareTime_Harmonic_F_50_TS_50.npy,RareTime,Harmonic,LSTM,IG,False
159,0.0,0.0,4.573694682870784e-06,0.48952083333333346,0.0,0.0,4.989927578528883e-06,0.008683224964517232,,,SimulatedTrainingData_RareTime_Harmonic_F_50_TS_50.npy,RareTime,Harmonic,LSTM,GRAD,False
160,0.0,0.06229166666666667,0.052998507163543096,0.4626700313421829,0.0,0.01904495105844889,0.007043962464386532,0.029548531923828454,,,SimulatedTrainingData_RareTime_Harmonic_F_50_TS_50.npy,RareTime,Harmonic,LSTM,FO,True
161,0.15,0.09395833333333334,0.09571717875637589,0.49820224926253687,0.36634754853252327,0.020656043888479882,0.010307470255449227,0.0244801006040724,,,SimulatedTrainingData_RareTime_Harmonic_F_50_TS_50.npy,RareTime,Harmonic,LSTM,SG,True
162,0.1,0.09895833333333334,0.09784718866350751,0.5066061946902656,0.30779350562554625,0.01906413268341259,0.008346440381697785,0.020400462232758786,,,SimulatedTrainingData_RareTime_Harmonic_F_50_TS_50.npy,RareTime,Harmonic,LSTM,GS,True
163,0.0,0.06541666666666668,0.05423885094699819,0.4715098635693217,0.0,0.01978041000290542,0.005875111704476947,0.019361279400719824,,,SimulatedTrainingData_RareTime_Harmonic_F_50_TS_50.npy,RareTime,Harmonic,LSTM,IG,True
164,0.0,0.06333333333333332,0.0534779045020944,0.4720679387905604,0.0,0.021271703742694405,0.00842994242784364,0.024491654787040795,,,SimulatedTrainingData_RareTime_Harmonic_F_50_TS_50.npy,RareTime,Harmonic,LSTM,GRAD,True
165,0.35,0.15562499999999999,0.11903475766263974,0.6384961744100296,0.4893604849295929,0.1224914590052701,0.017836584837025778,0.10309342683958576,authentic_opposing_information,100,SimulatedTrainingData_RareTime_Harmonic_F_50_TS_50.npy,RareTime,Harmonic,CNN,,
166,1.0,0.7331249999999999,0.49901730042589315,0.9336283185840706,0.0,0.06925452832113188,0.07291473358446668,0.059412833896722125,,,SimulatedTrainingData_RareTime_Harmonic_F_50_TS_50.npy,RareTime,Harmonic,CNN,FO,False
167,1.0,0.9285416666666666,0.5604919686453412,0.9966627949852507,0.0,0.03377652195938052,0.030445723919819322,0.0023240815198757683,,,SimulatedTrainingData_RareTime_Harmonic_F_50_TS_50.npy,RareTime,Harmonic,CNN,SG,False
168,0.95,0.78125,0.5560091397989476,0.9506666666666664,0.22360679774997902,0.06176468028731433,0.06115722752865871,0.02142951364664652,,,SimulatedTrainingData_RareTime_Harmonic_F_50_TS_50.npy,RareTime,Harmonic,CNN,GS,False
169,0.95,0.7633333333333333,0.5709476388737934,0.9467670538348083,0.22360679774997902,0.027057173601003744,0.04182635638779431,0.010507422668251052,,,SimulatedTrainingData_RareTime_Harmonic_F_50_TS_50.npy,RareTime,Harmonic,CNN,IG,False
170,1.0,0.9181249999999999,0.5481902705342234,0.995465615781711,0.0,0.0591928376762235,0.046357318417850714,0.00520611820503836,,,SimulatedTrainingData_RareTime_Harmonic_F_50_TS_50.npy,RareTime,Harmonic,CNN,GRAD,False
171,0.55,0.4029166666666667,0.2792400184655357,0.7045055309734514,0.5104177855340405,0.14223377203193602,0.10422286659270785,0.12583400150390217,,,SimulatedTrainingData_RareTime_Harmonic_F_50_TS_50.npy,RareTime,Harmonic,CNN,FO,True
172,0.1,0.0975,0.09732116931568471,0.5026428834808259,0.30779350562554625,0.019041352352582648,0.009071608402968587,0.019724157137823987,,,SimulatedTrainingData_RareTime_Harmonic_F_50_TS_50.npy,RareTime,Harmonic,CNN,SG,True
173,0.1,0.09791666666666668,0.09690227721836202,0.5007395833333333,0.30779350562554625,0.015144286553175042,0.007371493618895667,0.020145940227158658,,,SimulatedTrainingData_RareTime_Harmonic_F_50_TS_50.npy,RareTime,Harmonic,CNN,GS,True
174,0.6,0.41916666666666663,0.3320996423525225,0.7051662518436579,0.5026246899500346,0.1283498508395172,0.11812640407536715,0.11898958168671286,,,SimulatedTrainingData_RareTime_Harmonic_F_50_TS_50.npy,RareTime,Harmonic,CNN,IG,True
175,0.35,0.15937500000000002,0.13106144341366907,0.5361829830383481,0.4893604849295929,0.10736642558130201,0.06690425996749198,0.10419259703340858,,,SimulatedTrainingData_RareTime_Harmonic_F_50_TS_50.npy,RareTime,Harmonic,CNN,GRAD,True
176,0.25,0.09833333333333334,0.0699065110404182,0.3533423211651917,0.4442616583193193,0.10892550703059108,0.038890412999404995,0.22529860720025646,authentic_opposing_information,100,SimulatedTrainingData_RareTime_CAR_F_50_TS_50.npy,RareTime,CAR,LSTM,,
177,0.85,0.09458333333333334,0.09978973476363036,0.49823008849557515,0.36634754853252327,0.02485704743161472,0.01506720200287668,0.02386907563780846,,,SimulatedTrainingData_RareTime_CAR_F_50_TS_50.npy,RareTime,CAR,LSTM,FO,False
178,0.0,0.0,0.0007897076442716568,0.4864756637168142,0.0,0.0,0.0018407124072646038,0.02947856374063072,,,SimulatedTrainingData_RareTime_CAR_F_50_TS_50.npy,RareTime,CAR,LSTM,SG,False
179,0.0,0.000625,0.004256568679132318,0.5593728797935104,0.0,0.00203900202053997,0.007128833060449744,0.09936879961228125,,,SimulatedTrainingData_RareTime_CAR_F_50_TS_50.npy,RareTime,CAR,LSTM,GS,False
180,0.1,0.06979166666666667,0.07050888225813419,0.6450527286135693,0.30779350562554625,0.1463984976095697,0.14205045678386283,0.12449667236858954,,,SimulatedTrainingData_RareTime_CAR_F_50_TS_50.npy,RareTime,CAR,LSTM,IG,False
181,0.0,0.0,0.0023961096046132236,0.4963845870206489,0.0,0.0,0.00666632726820684,0.06418914826316097,,,SimulatedTrainingData_RareTime_CAR_F_50_TS_50.npy,RareTime,CAR,LSTM,GRAD,False
182,0.05,0.05645833333333332,0.04668150353786078,0.46388477138643064,0.22360679774997894,0.0913518817604191,0.10126934510484217,0.09084326044650909,,,SimulatedTrainingData_RareTime_CAR_F_50_TS_50.npy,RareTime,CAR,LSTM,FO,True
183,0.2,0.08916666666666667,0.09240443001416146,0.49500267330383474,0.41039134083406165,0.021220094195380443,0.0155370605433168,0.021586185500876348,,,SimulatedTrainingData_RareTime_CAR_F_50_TS_50.npy,RareTime,CAR,LSTM,SG,True
184,0.1,0.09291666666666668,0.09375244868594597,0.5029956674041298,0.30779350562554625,0.017370026950391013,0.030276162860212584,0.019099332510786434,,,SimulatedTrainingData_RareTime_CAR_F_50_TS_50.npy,RareTime,CAR,LSTM,GS,True
185,0.3,0.16645833333333332,0.2045594982686838,0.5848636615044247,0.4701623459816272,0.10894291217897147,0.205503207734002,0.09298882093164887,,,SimulatedTrainingData_RareTime_CAR_F_50_TS_50.npy,RareTime,CAR,LSTM,IG,True
186,0.0,0.03895833333333334,0.027319864695175215,0.46739076327433626,0.0,0.029409235679882156,0.02110126766274607,0.03561618900925129,,,SimulatedTrainingData_RareTime_CAR_F_50_TS_50.npy,RareTime,CAR,LSTM,GRAD,True
187,0.35,0.08541666666666667,0.060052090100728005,0.2972435471976401,0.48936048492959294,0.059165431170693214,0.008594817865234694,0.08189089210152112,authentic_opposing_information,100,SimulatedTrainingData_RareTime_CAR_F_50_TS_50.npy,RareTime,CAR,CNN,,
188,1.0,0.7954166666666664,0.6931359233046903,0.9867256637168141,0.0,0.004463136861365013,0.012859464940057963,0.0,,,SimulatedTrainingData_RareTime_CAR_F_50_TS_50.npy,RareTime,CAR,CNN,FO,False
189,1.0,0.9352083333333334,0.466043814901715,0.9980984513274336,0.0,0.012858527900427859,0.006951842363248108,0.00047654426199054034,,,SimulatedTrainingData_RareTime_CAR_F_50_TS_50.npy,RareTime,CAR,CNN,SG,False
190,1.0,0.7916666666666667,0.5089365828799751,0.9538295538348083,0.0,0.04039733214513608,0.018361767287283125,0.013311762314052216,,,SimulatedTrainingData_RareTime_CAR_F_50_TS_50.npy,RareTime,CAR,CNN,GS,False
191,1.0,0.7095833333333333,0.4883990891701823,0.9260420353982302,0.0,0.017422552098858162,0.010583800606690326,0.0071116784563448375,,,SimulatedTrainingData_RareTime_CAR_F_50_TS_50.npy,RareTime,CAR,CNN,IG,False
192,1.0,0.9143749999999999,0.4409684059763082,0.9963960176991151,0.0,0.01909286898815444,0.005367337670228829,0.0010666225058756896,,,SimulatedTrainingData_RareTime_CAR_F_50_TS_50.npy,RareTime,CAR,CNN,GRAD,False
193,0.6,0.3266666666666666,0.180143702259067,0.6369225663716814,0.5026246899500346,0.24637874376682126,0.09293757512404008,0.14871880470013563,,,SimulatedTrainingData_RareTime_CAR_F_50_TS_50.npy,RareTime,CAR,CNN,FO,True
